Index,Nombre1,Nombre2,Nombre3,Direccion1,Direccion2,Direccion3,Colonia,MunicipioDel,CP,EntreCalle1,EntreCalle2,Estado,NombComp
705,CLOTHES DEEPOT SA DE,CV,,AV GUSTAVO BAZ,4001,L 17A,INDUSTRIAL TLALNEPAN,TLALNEPANTLA DE BAZ,54030,LERMA,PERIFERICO NORTE,Estado de Mexico,CLOTHES DEEPOT SA DE CV
706,GUBO LOGISTICS S DE,RL DE CV,,CUATOTONQUE NORTE,90,,SANTA MARIA MANINALC,AZCAPOTZALCO,2050,TEZONAPA,NOPATITLA,CDMX,GUBO LOGISTICS S DE RL DE CV
707,COMERCIALIZADORA COR,ONADO SA DE CV,,TENIENTE AZUETA,100,1,ZONA CENTRO,ENSENADA,22800,LOPEZ MATEOS,CARRT TIJ ENS,Baja California,COMERCIALIZADORA CORONADO  SA DE CV
708,GASO PLUS DE HIDALGO,SA DE CV,,AV VENUSTIANO CARRANZA,4,,SAN JUAN,TEZONTEPEC DE ALDAMA,42760,AV PRINCIPAL,CAM RURAL,Hidalgo,GASO PLUS DE HIDALGO SA DE CV
709,TRAMITES EN LINEA SA,DE CV,,REVOLUCION OTE,1510,,CENTRO,TORREON,27000,CALZ MATIAS ROMAN,REVOLUCION,Coahuila,TRAMITES EN LINEA SA DE CV
710,ENVASES PLASTICOS EC,ATEPEC SA DE CV,,AV NICOLAS BRAVO,MZ 919,LT 27,JARDINES DE MORELOS,ECATEPEC DE MORELOS,55070,ISLA SAN JUAN DE ULUA,ISLA TAIPEI,Estado de Mexico,ENVASES PLASTICOS ECATEPEC  SA DE CV
711,CORPORATIVO DE INGEN,IERIA TERRESTRE SA D,E CV,SANTA RITA,1095,,CHAPALITA ORIENTE,ZAPOPAN,45040,PARQUE JUAN DIEGO,LA AURORA,Jalisco,CORPORATIVO DE INGENIERIA TERRESTRE  SA DE CV
712,REPTECH MEDICAL SA D,E CV,,FUENTE DE HERMES,6,SN,LOMAS DE TECAMACHALC,HUIXQUILUCAN,52780,FUENTE,FUENTES,Estado de Mexico,REPTECH MEDICAL  SA DE CV
713,SOLUCIONICINMOBILIAR,IA CORPORATIVA SA DE,CV,A O DE JUAREZ,316,,GRANJAS SAN ANTONIO,IZTAPALAPA,9070,CALL 10,CALLE 12,CDMX,SOLUCIONICINMOBILIARIA CORPORATIVA SA DE CV
714,COMERCIALIZADORA MAR,LAND SA DE CV,,JAZMIN,6,SN,JESUS DEL MONTE,HUIXQUILUCAN,52764,INDEPENDENCIA,E ZAPATA,Estado de Mexico,COMERCIALIZADORA MARLAND  SA DE CV
715,GRUPO INDUSTRIAL Y C,OMERCIAL CENTURION S,A DE CV,DIDIMA,4302,,EL PORVENIR,MONTERREY,64206,DELOS,DELFOS,Nuevo Leon,GRUPO INDUSTRIAL Y COMERCIAL CENTURION  SA DE CV
716,3G COMUNICACIONES SA,DE CV,,AV ALFREDO ROBLES DOMINGUEZ,205,,GUADALUPE INSURGENTES,GUSTAVO A MADERO,7870,ROBERTO,MARROQUIN,CDMX,3G COMUNICACIONES SA DE CV
717,VANGUARDIA EN TELEFO,NIA CELULAR SA DE CV,,AV 20 DE NOVIEMBRE,1212,OTE,NUEVA VIZCAYA,DURANGO,34080,LOZA,GASPAR DE ALBEAR,Durango,VANGUARDIA EN TELEFONIA CELULAR  SA DE CV
718,PREFABRICADOS FOVESA,SA DE CV,,CARRETERA OAXACA PUERTO ANGEL KM 30,SN,########,SAN ANTONINO CASTILL,SAN ANTONINO CASTILLO VELASCO,71520,PRINCIPAL,CENTRO,Oaxaca,PREFABRICADOS FOVESA SA DE CV
719,PROTECCMA CONSTRUCCI,ONES SA DE CV,,RIO BALUARTE,1315 NTE,,LAS PALMAS,AHOME,81249,DATIL,LIBERTAD,Sinaloa,PROTECCMA CONSTRUCCIONES  SA DE CV
720,ADD MARKETING SA DE,CV,,RIO SAN LORENZO,70,C,GUADALUPE,CULIACAN,80220,DESC,DESC,Sinaloa,ADD MARKETING  SA DE CV
721,GRUPO LIMMAR SA DE C,V,,BOSQUE DE FLAMBOYANES,153,,BOSQUES DE COLON,TOLUCA,50180,,,Estado de Mexico,GRUPO LIMMAR  SA DE CV
722,GRUPO MYRETHI SA DE,CV,,DEBUSSY,5518,,LA ESTANCIA,ZAPOPAN,45030,NOGAL,ROBLE,Jalisco,GRUPO MYRETHI  SA DE CV
723,CONSORCIO RODAHU SA,DE CV,,FRANCISCO JAVIER MINA,7,A,SAN FRANCISCO,CHALCO,56600,PROLONGACION TIZAPA,CALLE ALLENDE,Estado de Mexico,CONSORCIO RODAHU  SA DE CV
724,GRUPO DE COMUNICACIO,N DIGITAL SA DE CV,,AVE CUITLAHUAC,1244,INT 2,AGUILERA,AZCAPOTZALCO,2900,CALLE 12,CALLE 16,CDMX,GRUPO DE COMUNICACION DIGITAL  SA DE CV
725,MCH CONSULTORIA SA D,E CV,,ZIMAPAN,300,,MITRAS CENTRO,MONTERREY,64460,PACHUCA,,Nuevo Leon,MCH CONSULTORIA  SA DE CV
726,GENESIS COMPUTADORAS,SA DE CV,,CALLE 42,298 A,,FRANCISCO DE MONTEJO,MERIDA,97203,CALLE 47,CALLE 47 A,Yucatan,GENESIS COMPUTADORAS SA DE CV
727,MILTRON SA DE CV,,,ROBERT SCHUMANN,4871,A,LOMAS DEL SEMINARIO,ZAPOPAN,45038,DOCTOPRES,F HANDEL,Jalisco,MILTRON  SA DE CV
728,LIBROS BRITANICOS SA,DE CV,,GARGOLAS,37,ALTOS,JARDINES DEL SUR,XOCHIMILCO,16050,DEL PUENTE,PERGOLAS,CDMX,LIBROS BRITANICOS SA DE CV
729,CALZADO Y ARTICULOS,DE PIEL G CREO EL ZA,PATO SA DE CV,SAN ROMAN,316,,EL PAISAJE,LEON,37480,,,Guanajuato,CALZADO Y ARTICULOS DE PIEL G CREO EL ZAPATO  SA DE CV
730,GARCOR SOLUCIONES VI,ALES SA DE CV,,OLIVO,12,,BQUES DE SAN JUAN,SAN JUAN DEL RIO,76803,VI#EDO,CEDRO,Queretaro,GARCOR SOLUCIONES VIALES  SA DE CV
731,CAMACHO REFACCIONES,Y ACCESORIOS SA DE C,V,VERACRUZ,215,,SAN BENITO,HERMOSILLO,83190,REFORMA,GUADALUPE VICTORIA,Sonora,CAMACHO REFACCIONES Y ACCESORIOS  SA DE CV
732,SEGURIDAD GLOBAL IND,USTRIAL SA DE CV,,AVENIDA MANUEL J CLOUTHIER,351,A,MARIA ISABEL,JUAREZ,32560,GOMEZ MORIN,JUAREZ PARRAL,Chihuahua,SEGURIDAD GLOBAL INDUSTRIAL  SA DE CV
733,COSMOS ASFALTOS Y VI,AS SA DE CV,,QUERETARO,112,########,CANTARRANAS,CUERNAVACA,62448,ATLACOMULCO,CUAUHTEMOC,Morelos,COSMOS ASFALTOS Y VIAS  SA DE CV
734,DISTRIBUIDORA DE MAT,ERIALES ELECTRICOS M,OYA SA DE CV,LUIS MOYA,63,,CENTRO DE LA CD DE M,CUAUHTEMOC,6050,REVILLAGIGEDO,VICTORIA,CDMX,DISTRIBUIDORA DE MATERIALES ELECTRICOS MOYA  SA DE CV
735,NUTRIGAFER SA DE CV,,,BLV FERNANDO BAEZA,3975,A,DELICIAS,CUAUHTEMOC,31520,BLVD FDO BAEZA,CALLE 40,Chihuahua,NUTRIGAFER  SA DE CV
736,FOTO BARWIL SA DE CV,,,DONCELES,86,1 BIS,CENTRO DE LA CIUDAD,CUAUHTEMOC,6020,,,CDMX,FOTO BARWIL  SA DE CV
737,CISSA CORRUGADOS SA,DE CV,,VIA LOMBARDIA,5705,610,SAUCITO,CHIHUAHUA,31110,PERF DE LA JUVENTUD,FCO VILLA,Chihuahua,CISSA CORRUGADOS  SA DE CV
738,AGJM CORP SA DE CV,,,CALLE GONZALEZ ORTEGA,86,LOCAL 18,MORELOS,VENUSTIANO CARRANZA,15270,CARIDADD,HEROES DE GRANADITAS,CDMX,AGJM CORP  SA DE CV
739,PERINDUSA  SA DE CV,,,AV JUAREZ,57,,CONGR SAN JOSE ALCHI,TEPEYAHUALCO,73996,ALCHICHICA,ALCHICHICA,Puebla,PERINDUSA  SA DE CV
740,MUZQUIZ Y ASOCIADOS,SA DE CV,,INSURGENTES SUR,377,301,HIPODROMO,CUAUHTEMOC,6100,COAHUILA,CAMPECHE,CDMX,MUZQUIZ Y ASOCIADOS  SA DE CV
741,PROFESIONALES EN PIN,TURAS Y ACABADOS SA,DE CV,MISION DE SAN LUIS,521,,PADRE KINO,TIJUANA,22260,LA CIENEGA,FRANCISCO VILLA,Baja California,PROFESIONALES EN PINTURAS Y ACABADOS  SA DE CV
742,COMPUELSA DE MEXICO,SA DE CV,,MERIDA,107,2,ROMA,CUAUHTEMOC,6700,ALVARO OBREGON,ORIZABA,CDMX,COMPUELSA DE MEXICO  SA DE CV
743,"BELTICOS, SA DE CV",,,PROL M OTERO,KM 1#333,,MARIANO OTERO,ZAPOPAN,45067,LAS TORRES,PRIV MARIANO OTERO,Jalisco,"BELTICOS,  SA DE CV"
744,EQUIPO CONTRA INCEND,IO SENTRON SA DE CV,,ARROYO TLALOC,209,,AMPLIACION EL SANTUA,IZTAPALAPA,9829,UNO,DOS,CDMX,EQUIPO CONTRA INCENDIO SENTRON  SA DE CV
745,COMERCIALIZADORA ESI,SA SA DE CV,,PROL IXCATEOPAN,310,,STA CRUZ ATOYAC,BENITO JUAREZ,3310,CALLE A,CALLE B,CDMX,COMERCIALIZADORA ESISA  SA DE CV
746,ZAPRATO SA DE CV,,,ALAMILLO,155,,DEL PRADO,MONTERREY,64410,,,Nuevo Leon,ZAPRATO  SA DE CV
747,GRUAS CUESTA BLANCA,S DE RL DE CV,,CAMINO VECINAL,MZ25,L3,SAN ANTONIO DE LOS BUENOS,TIJUANA,22563,UNO,DOS,Baja California,GRUAS CUESTA BLANCA S DE RL DE CV
748,PANADERIA MA CRISTIN,A SA DE CV,,BENITO JUAREZ,453,,CELAYA CENTRO,CELAYA,38000,AAA,BBB,Guanajuato,PANADERIA MA CRISTINA  SA DE CV
749,LOGYT DISCOVERY SA D,E CV,,AV SANTA FE,170,4406,SANTA FE,ALVARO OBREGON,1210,STIM,ESQ,CDMX,LOGYT DISCOVERY  SA DE CV
750,GRUPO DESARROLLADOR,DEL NOROESTE SA DE C,V,AV FRANCISCO I MADERO,1212,8,NUEVA,MEXICALI,21100,,,Baja California,GRUPO DESARROLLADOR DEL NOROESTE  SA DE CV
751,TELECOMUNICACIONES M,ULTIMEDIA SA DE CV,,2DA CERRADA DE PALMAR,23,,SANTA MARIA AHUACATITLAN,CUERNAVACA,62100,CAMINO ANTIGUO AL MONASTE,HORTENCIA,Morelos,TELECOMUNICACIONES MULTIMEDIA  SA DE CV
752,SISTECP SA DE CV,,,CALZADA LAZARO CARDENAS,2305,G111A,LAS TORRES,GUADALAJARA,44920,AV DEL MERCADO,PINON,Jalisco,SISTECP  SA DE CV
753,TDI TECNOLOGIA Y DES,ARROLLO INTEGRAL SA,DE CV,PRIVADA IGNACIO ZARAGOZA,507,B,CENTRO,SAN PEDRO GARZA GARCIA,66230,UNO,DOS,Nuevo Leon,TDI TECNOLOGIA Y DESARROLLO INTEGRAL  SA DE CV
754,BUFETE DE INGENIERIA,# DISE#O ESTRUCTURAL,Y CONSTRUC SA DE CV,BATALLON DE SAN PATRICIO,109,PISO 11,DEL VALLE ORIENTE,SAN PEDRO GARZA GARCIA,66260,UNO,DOS,Nuevo Leon,BUFETE DE INGENIERIA DISEO ESTRUCTURALY CONSTRUC  SA DE CV
755,TK COMERCIO ACTUAL,SA DE CV,,ATLALTUNCO,94,,SAN MIGUEL TECAMACHALCO,NAUCALPAN DE JUAREZ,53970,ABC,DEF,Estado de Mexico,TK COMERCIO ACTUAL  SA DE CV
756,"GRUPO D' JOY, S.A. D",E C#V#,,NETZAHUALCOYOTL,112,4TO PISO,CENTRO AREA 8,CUAUHTEMOC,6080,1PINO SUAREZ,20 DE NOVIEMBRE,CDMX,"GRUPO D' JOY, SA DE CV"
757,POLIESTER Y ABRASIVO,S#SA DE CV,,BLVD MANUEL AVILA CAMACHO,208 A,,SN FRANCISCO CUAUTLA,NAUCALPAN DE JUAREZ,53560,UN O 1,DOS 2,Estado de Mexico,POLIESTER Y ABRASIVOS SA DE CV
758,COLGADORES TUBULARES,SA DE CV,,RIO CHURUBUSCO,290,,GRANJAS MEXICO,IZTACALCO,8400,VAINILLA,CAFETAL,CDMX,COLGADORES TUBULARES SA DE CV
759,AUTOPARTES ELECTRICA,S PRIDA # JIMENEZ SA,DE CV,AV CAFETALES EDIF 15,PBENTA,DEP 102,CULHUACAN CTM SECCIO,COYOACAN,4480,PROL TLAHIUCA,CHICHENITZA,CDMX,AUTOPARTES ELECTRICAS PRIDA JIMENEZ SA DE CV
760,OUTLET MAZAL DEL CEN,TRO  SA DE CV,,ANILLO DE CIRCUNVALACION,105,LOC 8,CENTRO DE LA CIUDAD,CUAUHTEMOC,6000,SOLEDAD,CORREGIDORA,CDMX,OUTLET MAZAL DEL CENTRO  SA DE CV
761,COMERCIALIZADORA ALF,V SA DE CV,,PLANTA TINGABATO 15,SN,,ELECTRA,TLALNEPANTLA,54060,GUSTAVO BAZ,RECURSOS PETROLEROS,Estado de Mexico,COMERCIALIZADORA ALFV  SA DE CV
762,ATAI COMERCIALIZADOR,A SA DE CV,,ZOLZAHUALCINGO,30,,BO SAN JUAN,XOCHIMILCO,16000,SIN,DATOS,CDMX,ATAI COMERCIALIZADORA  SA DE CV
763,PERSIANAS TK SA DE C,V,,ATLALTUNCO,70,INT L#5,SAN MIGUEL TECAMACHALCO,NAUCALPAN,53970,ACUEZCUNCO,CHAYIYICAME,Estado de Mexico,PERSIANAS TK  SA DE CV
764,ACERO AO S DE RL DE,CV,,AZAHARES,39,,STA MARIA INSURGENTE,CUAUHTEMOC,6430,SANDALO,GERANIO,CDMX,ACERO AO S DE RL DE CV
765,ASESORIA Y DESARROLL,O INTEGRAL DE NEGOCI,OS SA DE CV,LIBERTAD,20,,COL AMPL MORELOS,CUAUHTEMOC,6200,PASEO DE LA REFORMA,ALLENDE,CDMX,ASESORIA Y DESARROLLO INTEGRAL DE NEGOCIOS  SA DE CV
766,ANJOLIQUE DE MEXICO,SA DE CV,,REPUBLICA DE HONDURAS,79,4 PISO,CENTRO AREA 2,CUAUHTEMOC,6010,REPUBLICA DE BRASIL,REPUBLICA DE CHILE,CDMX,ANJOLIQUE DE MEXICO  SA DE CV
767,HAILTEK SERVICIOS CO,RPORATIVOS SA DE CV,,CIRCUITO ESCULTORES,12,,CIUDAD SATELITE,NAUCALPAN DE JUAREZ,53100,HACIENDA NARVARTE,HACIENDA ROSARIO,Estado de Mexico,HAILTEK SERVICIOS CORPORATIVOS  SA DE CV
768,COMERCIALIZADORA DE,PRODUCTOS UNICOS SA,DE CV,MANUEL MARIA CONTRERAS,45,B,SAN RAFAEL,CUAUHTEMOC,6470,AV ADOLFO LOPEZ MATEOS,ALFOSO HERRERO,CDMX,COMERCIALIZADORA DE PRODUCTOS UNICOS  SA DE CV
769,CEPEX MEXICO SA DE C,V,,MARGARITA MAZA DE JUAREZ,6 LOTE18,,LOS REYES,TLALNEPANTLA DE BAZ,54073,16 DE SEPTIEMBRE,AVENIDA PRESIDENTE JUAREZ,Estado de Mexico,CEPEX MEXICO  SA DE CV
770,"RAYMI AUTOMOTRIZ, S.",A# DE C#V#,,MELCHOR OCAMPO,4,,LEANDRO VALLE,TLALNEPANTLA DE BAZ,54040,AV DE LOS MAESTROS,,Estado de Mexico,"RAYMI AUTOMOTRIZ, SA DE CV"
771,COMMERCIAL MEDIA BIZ,COM SA DE CV,,AV PASEO DE LAS PALMAS,731,,LOMAS DE CHAPULTEPEC I SECCION,MIGUEL HIDALGO,11000,DATOS,,CDMX,COMMERCIAL MEDIA BIZCOM  SA DE CV
772,SPRAYER INTERNACIONA,L SA DE CV,,AV SANTA FE,170,4306,SANTA FE,ALVARO OBREGON,1210,AV SAN JERONIMO,AZUCENA,CDMX,SPRAYER INTERNACIONAL  SA DE CV
773,REFACCIONES JORS@ SA,DE CV,,CALZ IGNACIO ZARAGOZA,309,,IGNACIO ZARAGOZA,VENUSTIANO CARRANZA,15000,BVRD PTO AEREO,IGNACIO ZARAGOZA,CDMX,REFACCIONES JORS@ SA DE CV
774,INTEGRAL HEALTH SERV,ICES SA DE CV,,AV MIGUEL BERNARD 555 ED 1  PB,101,,LA ESCALERA,GUSTAVO A MADERO,7320,CALLE A,CALLE B,CDMX,INTEGRAL HEALTH SERVICES  SA DE CV
775,FRIDMAN Y VALLS SA D,E CV,,BOSQUE DE CIRUELOS,190 B,401,BOSQUE DE LAS LOMAS,MIGUEL HIDALGO,11700,BQUES DE REFORMA,BQUES DE DURAZNOS,CDMX,FRIDMAN Y VALLS  SA DE CV
776,EXCEL INK SA DE CV,,,GALEANA,271,,INDEPENDENCIA,ENSENADA,22840,CALLE 1,CALLE 2,Baja California,EXCEL INK  SA DE CV
777,NUTRIEQUIPOS INOXIDA,BLES SA DE CV,,TETRAZZINI,211,2,VALLEJO,GUSTAVO A MADERO,7870,DONIZETI,CLAVE,CDMX,NUTRIEQUIPOS INOXIDABLES  SA DE CV
778,"MOVIMATERIALES,SA DE",CV,,AV CUITLAHUAC,3124,,COL CLAVERIA,AZCAPOTZALCO,2080,,,CDMX,"MOVIMATERIALES, SA DE CV"
779,INTER STORE SYSTEMS,SA DE CV,,PONIENTE 54,3701,5,OBRERO POPULAR,AZCAPOTZALCO,2840,ENTRADA POR NORTE 71,ESQ NORTE,CDMX,INTER STORE SYSTEMS  SA DE CV
780,GRUPO IVANHOE SA DE,CV,,SALAMANCA,87,PISO 1,ROMA NORTE,CUAUHTEMOC,6700,UNO,DOS,CDMX,GRUPO IVANHOE  SA DE CV
781,TRES PUNTO UNO SOLUT,IONS  SA DE CV,,PUEBLA,6,,MEXICO NUEVO,ATIZAPAN DE ZARAGOZA,52966,BAJA CALIFORNIA,QUINTANA ROO,Estado de Mexico,TRES PUNTO UNO SOLUTIONS  SA DE CV
782,TRANSPORTES TRONXWA,SA DE CV,,PRADO DE LAS AZUCENAS,332,,PRADOS TEPEYAC,ZAPOPAN,45050,PRADO DE LOS OLIVOS,PRADO DE LOS ALAMOS,Jalisco,TRANSPORTES TRONXWA  SA DE CV
783,THE PIXELS ANIMATION,STUDIOS SA DE CV,,CICERON,711,,POLANCO,MIGUEL HIDALGO,11560,1,2,CDMX,THE PIXELS ANIMATIONSTUDIOS  SA DE CV
784,IMAGEN Y TRADE MKT S,A DE CV,,HERIBERTO FRIAS,1439,401,DEL VALLE CENTRO,BENITO JUAREZ,3100,,,CDMX,IMAGEN Y TRADE MKT  SA DE CV
785,GRUPO ARRABIATO SA D,E CV,,MELCHOR OCAMPO,36,,EL TRIUNFO,IZTAPALAPA,9430,EJE 6,EJE 5,CDMX,GRUPO ARRABIATO  SA DE CV
786,GLOBAL SECURITY SOLU,TIONS SA DE CV,,TLACOTALPAN,131,,ROMA SUR,CUAUHTEMOC,6760,MORENA,BLANCO,CDMX,GLOBAL SECURITY SOLUTIONS  SA DE CV
787,ABA-MEXA SA DE CV,,,JALISCO,206,,PARAJE ZACATEPEC,IZTAPALAPA,9560,CERRADA MICHOACAN,ESQ ERMITA,CDMX,ABA-MEXA  SA DE CV
788,CRETTASBS SA DE CV,,,LAGO ANDROMACO 53 TORRE,ZURICH,601 A,AMPLIACION GRANADA,MIGUEL HIDALGO,11529,SIN,DATOS,CDMX,CRETTASBS  SA DE CV
789,GRUPO INTAC SA DE CV,,,PERIFERICO SUR,3343,PTA BAJA,SAN JERONIMO LIDICE,LA MAGDALENA CONTRERAS,10200,AV LUIS CABRERA,AV SAN JERONIMO,CDMX,GRUPO INTAC  SA DE CV
790,INGENIERIA EN SISTEM,AS ARROYO SA DE CV,,OREGON,722,,DEL VALLE,BENITO JUAREZ,3100,EJ CINCO SURS,CERR AMEYALCOS,CDMX,INGENIERIA EN SISTEMAS ARROYO  SA DE CV
791,MACANFU SA DE CV,,,NEWTON,257,304,CHAPULTEPEC MORALES,MIGUEL HIDALGO,11570,CALLETAISNE,HORACIO,CDMX,MACANFU  SA DE CV
792,"GRUPO MARCATEX,SA DE",CV,,AVENIDA ENRIQUE RAMIREZ MIGUEL,1000,220,LAS AMERICAS,MORELIA,58270,UNO,DOS,Michoacan,"GRUPO MARCATEX, SA DE CV"
793,"KIMPACK MFG CO,SA DE",CV,,PALMA,39,,SAN ANTONIO,CHALCO,56600,UNO,DOS,Estado de Mexico,"KIMPACK MFG CO, SA DE CV"
794,SOPORTE DINAMICO IND,USTRIAL SA DE CV,,ZONA PONIENTE,510,SN,CHAPULTEPEC,SAN NICOLAS DE LOS GARZA,66450,UNO,DOS,Nuevo Leon,SOPORTE DINAMICO INDUSTRIAL  SA DE CV
795,INDUSTRIAS SKANOR SA,DE CV,,PASEO DE LAS PALMAS,751,LOC 1,LOMAS BARRILACO,MIGUEL HIDALGO,11010,MONTE TAVOR,MONTE STANOVOI,CDMX,INDUSTRIAS SKANOR SA DE CV
796,PRODUCTOS PERLA SA D,E CV,,IGNACIO RAMIREZ,179,,STA ROSA,LOS CABOS,23400,SN,SN,Baja California Sur,PRODUCTOS PERLA  SA DE CV
797,KAPOK INTERNATIONAL,SA DE CV,,AV CHAPULTEPEC,157,601,JUAREZ,CUAUHTEMOC,6600,DINAMARCA,VERSALLES,CDMX,KAPOK INTERNATIONAL  SA DE CV
798,MUEBLERIAS ISSA DE C,HIHUAHUA SA DE CV,,CALLE 1A Y AV 2A NTE,SN,,CIUDAD DELICIAS CENT,DELICIAS,33000,CALLE,CALLE,Chihuahua,MUEBLERIAS ISSA DE CHIHUAHUA  SA DE CV
799,SISTEMAS DE IMPRESIO,N Y GESTION DOCUMENT,AL SA DE CV,AVENIDA  VALENTIN FUENTES,2104,2,LA FUENTE,JUAREZ,32370,EJERCITO NACIONAL,CAMINO VIEJO,Chihuahua,SISTEMAS DE IMPRESION Y GESTION DOCUMENTAL  SA DE CV
800,GRUAS Y MANIOBRAS GA,RCIA  SA DE CV,,CONSTITUYENTES DE QUERETARO,195,,LAGRANGE,SAN NICOLAS DE LOS GARZA,66490,DON DOMINGO,LIMA2,Nuevo Leon,GRUAS Y MANIOBRAS GARCIA  SA DE CV
801,TIFERET HAI SA DE CV,,,CALLE SAN FRANCISCO,101,PISO 3,INDUSTRIAL ALCE BLAN,NAUCALPAN DE JUAREZ,53370,BOULEVARD TOLUCA,IGENIEROS MILITARES,Estado de Mexico,TIFERET HAI  SA DE CV
802,IMPORTACIONES Y EXPO,RTACIONES LATI SA DE,CV,SAN ANTONIO TOMATLAN,35 B,,CENTRO AREA 1,CUAUHTEMOC,6000,,,CDMX,IMPORTACIONES Y EXPORTACIONES LATI SA DE CV
803,AGENCIA DE VIAJES AR,AVIA SA DE CV,,PRL 5 DE MAYO,742,LOC 15,COMISION FEDERAL DE,TOLUCA,50150,URAWA,TINGAMBATO,Estado de Mexico,AGENCIA DE VIAJES ARAVIA  SA DE CV
804,EGH SA DE CV,,,AV CHAPULTEPEC,431,PISO 1,JUAREZ,CUAUHTEMOC,6600,PRAGA,LONDRES,CDMX,EGH  SA DE CV
805,DEBBIE & DAN SA DE C,V,,ACAPULCO,35,606,ROMA NORTE,CUAUHTEMOC,6700,SINALOA,PUEBLA,CDMX,DEBBIE & DAN  SA DE CV
806,MDO PUBLICIDAD  SA D,E CV,,PIEDRAS NEGRAS,9,,ROMA SUR,CUAUHTEMOC,6760,TLAXCALA,AGUAS CALIENTES,CDMX,MDO PUBLICIDAD  SA DE CV
807,PROFESIONALES DP Y C,P S DE RL DE CV,,MEDELLIN,279,,ROMA SUR,CUAUHTEMOC,6760,DOS,TRES,CDMX,PROFESIONALES DP Y CP S DE RL DE CV
808,TECNOLOGIA DIGITAL S,IGLO XXI S#A# DE C#V,#,ADOLFO LOPEZ MATEOS,9,,EL PARQUE,NAUCALPAN,53398,SAN ESTEBAN,PARQUE CHICO,Estado de Mexico,TECNOLOGIA DIGITAL SIGLO XXI  SA DE CV
809,"PYB,SA DE CV",,,RIO ACTOPAN,14,,PASEOS DE CHURUBUSCO,IZTAPALAPA,9030,,,CDMX,"PYB, SA DE CV"
810,HOSPITAL MATERNO INF,ANTIL XALCO#SA DE CV,,PORVENIR,SN,,CENTRO,CHALCO,56600,VICENTE GUERRERO,MINA,Estado de Mexico,HOSPITAL MATERNO INFANTIL XALCO SA DE CV
811,MBF DISE#OS SA DE CV,,,CALLE 11,92,,SAN JUAN XALPA,IZTAPALAPA,9850,BELLAVISTA,NATLUA,CDMX,MBF DISEOS  SA DE CV
812,PRODUCCION Y EQUIPOS,AUDIOVISUALES PARA,EVENTOS  SA DE CV,PROLONGACION IGNACIO ALDAMA,565,,TEPEPAN,XOCHIMILCO,16020,ABASOLO,CUAUHTEMOC,CDMX,PRODUCCION Y EQUIPOSAUDIOVISUALES PARA EVENTOS  SA DE CV
813,GRUPO GESAC SA DE CV,,,CALLEJON CANDELARITA,1,,CENTRO AREA 7,CUAUHTEMOC,6070,REVILLAGIGEDO,ERNESTO PUGIBET,CDMX,GRUPO GESAC  SA DE CV
814,AZULEJOS CONTEMPORAN,EOS DE CUAUTLA SA DE,CV,JOSE PERDIZ,33,,CENTRO,CUAUTLA,62740,ESQ HUMANA COSTE A,UNO,Morelos,AZULEJOS CONTEMPORANEOS DE CUAUTLA SA DE CV
815,URBAFORM SA DE CV,,,MARGARITAS,MZ 35,LT 7,EJIDOS DE SAN PEDRO,TLALPAN,14640,OJO DE AGUA,RIO SAN BUENA AVENTURA,CDMX,URBAFORM  SA DE CV
816,"DASOFT,SA DE CV",,,AVENIDA COYOACAN 1622,EDIF 2,AMORESPB,DEL VALLE CENTRO,BENITO JUAREZ,3100,AV COYOACAN,AMORES,CDMX,"DASOFT, SA DE CV"
817,COMERCIALIZADORA BLA,NCO#SA DE CV,,IGNACIO ALLENDE,520,SN,COL CENTRO,LA PAZ,23000,ESQ PUEBLA,BODEGA 1,Baja California Sur,COMERCIALIZADORA BLANCO SA DE CV
818,GSB PERFORMANCE SA D,E CV,,MEXICO COOPERATIVO,35,SN,MEXICO NUEVO,ATIZAPAN DE ZARAGOZA,52966,LOPEZ MATEOS,DEMOCRACIA LIBERTAD,Estado de Mexico,GSB PERFORMANCE  SA DE CV
819,"POLYVISA,SA DE CV",,,CALLE CUATRO,370,,AGRICOLA PANTITLAN,IZTACALCO,8100,PROSPERIDAD,AV TEXCOCO,CDMX,"POLYVISA, SA DE CV"
820,OPERADORA ALPRI SA D,E CV,,AVENA,209,206,GRANJAS MEXICO,IZTACALCO,8400,AZAFRAN,CHICLE,CDMX,OPERADORA ALPRI  SA DE CV
821,INSTRUMENTACIONES IN,TERNACIONALES SA DE,CV,BERLIN,119,,VALLE DORADO,TLALNEPANTLA,54020,BARCELONA,OTRA,Estado de Mexico,INSTRUMENTACIONES INTERNACIONALES  SA DE CV
822,INGENIERIA REMODELAC,ION Y CONSTRUCCION I,TZEPA SA DE CV,FRANCISCO I# MADERO,34,303,CENTRO,CUAUHTEMOC,6000,MOTOLINIA,BOLIVAR,CDMX,INGENIERIA REMODELACION Y CONSTRUCCION ITZEPA  SA DE CV
823,COMERCIALIZADORA DE,SERV IND Y SUMINISTR,OS FH SA DE CV,JAVIER MARTINEZ,814,1,ESCUADRON 201,IZTAPALAPA,9060,CALZADA DE TLAPAN,CORUNA,CDMX,COMERCIALIZADORA DE SERV IND Y SUMINISTROS FH  SA DE CV
